x,t,u
0.8181818,0.93333334,0.24936528492165871
0.08080808,0.93333334,0.09715641659697147
0.23232323,0.06666667,0.5864319387462036
0.7979798,0.33333334,0.4320663682775446
0.3131313,0.8,0.36941859244509234
0.8484849,0.26666668,0.2991163125772298
0.57575756,0.53333336,0.49618797606076454
0.8484849,0.13333334,0.4789580427437249
0.36363637,0.8,0.4464715545514128
0.14141414,0.26666668,0.38546833373490746
0.56565654,0.93333334,0.45370811999107685
0.05050505,0.26666668,0.1289611997673705
0.959596,0.93333334,0.043351824799017905
0.45454547,0.8,0.49109781838697475
0.6060606,0.73333335,0.4520236166384979
0.11111111,0.93333334,0.11599884373544186
0.97979796,0.46666667,0.03672246474461946
0.8484849,0.06666667,0.43187448111139637
0.6767677,0.2,0.6809924917652386
0.72727275,0.06666667,0.6995653396733744
0.1919192,0.93333334,0.2619368978758564
0.6363636,0.46666667,0.4607366176288653
0.3838384,0.26666668,0.7945711320385972
0.8787879,0.8666667,0.13396829143658184
0.43434343,0.0,1.0040331736891899
0.75757575,0.33333334,0.5868859363944448
0.22222222,0.6666667,0.317559736231886
0.86868685,0.8,0.20644328839511886
0.08080808,0.33333334,0.14530050198376118
0.37373737,0.6,0.48166774011689617
0.7171717,0.93333334,0.2845093887825042
0.23232323,0.73333335,0.27122965304639196
0.18181819,0.4,0.38908682656832694
0.01010101,0.8,0.012074363862749954
0.65656567,0.8666667,0.3391164903177246
0.3131313,0.8666667,0.2964187108729624
0.22222222,0.93333334,0.21578548396586686
0.5050505,0.33333334,0.6395908569381697
0.8787879,0.6,0.20923095921661522
0.8181818,0.73333335,0.2317176918181733
0.05050505,0.6666667,0.09393894370980492
0.05050505,0.8,0.06855264156139562
0.90909094,0.73333335,0.14872741114546825
0.86868685,0.6,0.17825511655447734
0.01010101,0.8,0.012005413490626704
0.64646465,0.6,0.5166268228848186
0.68686867,0.8,0.3562946244102048
0.7171717,0.4,0.5247931692574931
0.23232323,0.2,0.51186840452618
0.060606062,0.8,0.07594174014207025
0.94949496,0.13333334,0.15410922258334278
0.15151516,0.8,0.23192285855234937
0.08080808,0.6666667,0.13329704428840025
0.7676768,0.0,0.7611694779687286
0.8181818,0.0,0.6366931968762517
0.6666667,0.4,0.5858984960672227
0.060606062,0.4,0.12212210244669514
0.8181818,0.26666668,0.4851027849502638
0.3030303,0.0,0.7292707725991314
0.5252525,0.6666667,0.5285611970829958
0.85858583,0.06666667,0.4638143223303308
0.25252524,0.2,0.502983116256833
0.6666667,0.93333334,0.30035272533458984
0.4040404,0.8,0.513543595090821
0.060606062,0.4,0.1384279500947173
0.22222222,0.73333335,0.32213255901080107
0.09090909,0.2,0.24353478446104695
0.82828283,0.46666667,0.3302847644977262
0.02020202,0.53333336,0.03832866918974641
0.6969697,0.93333334,0.3558219308658435
0.18181819,0.26666668,0.48705624525346314
0.07070707,0.8,0.1173529590934508
0.32323232,0.13333334,0.8793889515616126
0.7878788,0.33333334,0.48780864446505406
0.1919192,0.13333334,0.4016074045899218
0.3939394,0.06666667,0.8099098131367479
0.6363636,0.2,0.8669752150897351
0.14141414,0.8666667,0.18947350381167558
0.8484849,0.13333334,0.4564508463065725
0.54545456,0.33333334,0.82925142255312
0.2929293,0.93333334,0.33315192730836946
1.0,0.8,-0.0005031632081018067
0.86868685,0.06666667,0.3593746627075351
0.28282827,0.53333336,0.4425603084407077
0.15151516,0.06666667,0.4334201502526069
0.23232323,0.0,0.760613568225051
0.5252525,0.33333334,0.7928121773372516
0.34343433,0.26666668,0.6615095838821383
0.54545456,0.26666668,0.8255203364024936
0.11111111,0.8,0.1498292472266092
0.53535354,0.73333335,0.4190291451362762
0.04040404,0.73333335,0.05641028833672301
0.7373737,0.0,0.6849212079501346
0.37373737,0.6666667,0.38629934175929526
0.07070707,0.6666667,0.09741429971052053
0.16161616,0.6666667,0.23433161546424477
0.121212125,0.73333335,0.1622570219111115
0.35353535,0.6,0.402277525994709
0.8181818,0.33333334,0.3405926995762081
0.09090909,0.06666667,0.3064848512408852
0.5252525,0.2,0.78916392471362
0.46464646,0.8666667,0.34498665762939335
0.8787879,0.73333335,0.21231301902396799
0.6767677,0.6666667,0.3791801300058663
0.8787879,0.6,0.2402235412512514
0.6262626,0.93333334,0.294591689428188
0.17171717,0.2,0.4591852405358312
0.4040404,0.93333334,0.3391285501383266
0.7171717,0.8666667,0.3799170654103781
0.0,0.0,-0.0019288987213792554
0.28282827,0.2,0.7135518068321179
0.2929293,0.93333334,0.28251713102914927
0.8787879,0.8666667,0.1768121206984727
0.24242425,0.8,0.3666623026132347
0.5151515,0.6,0.5145756282267389
0.5555556,0.6666667,0.5665045641186698
0.6060606,0.73333335,0.5080354152495508
0.6363636,0.6666667,0.43508379869995883
0.060606062,0.2,0.14788036305355498
0.3030303,0.8,0.41310437017726626
0.25252524,0.2,0.5113222974708074
0.6767677,0.4,0.4973108794395382
0.5858586,0.46666667,0.6738842120948383
0.8787879,0.4,0.22950843353415923
0.23232323,0.8666667,0.25514728436715745
0.2929293,0.33333334,0.580333197055824
0.6060606,0.2,0.8608543891795359
0.7878788,0.73333335,0.32691951268357844
0.5151515,0.13333334,0.8126984085463566
0.1919192,0.26666668,0.3709801666416379
0.6060606,0.0,1.0836755343423865
0.36363637,0.06666667,0.767614991438011
0.24242425,0.53333336,0.3390226207222768
0.3838384,0.6,0.4806584591502145
0.4040404,0.13333334,0.693574915710104
0.13131313,0.6666667,0.17241623176859847
0.08080808,0.26666668,0.16095619099639855
0.45454547,0.33333334,0.6415359341501816
0.28282827,0.6666667,0.338104988548287
0.83838385,0.06666667,0.3979015622940024
0.3939394,0.46666667,0.6209570819232539
0.7070707,0.26666668,0.5507573203883379
1.0,0.0,-0.0002490320966727934
0.54545456,0.26666668,0.6486671284780491
0.74747473,0.8666667,0.3565088239948871
0.5252525,0.26666668,0.6687985280286705
0.09090909,0.33333334,0.22603715019348727
0.7373737,0.6,0.4050407075265233
0.8484849,0.2,0.4304325958020505
0.2020202,0.26666668,0.5352698284978541
0.97979796,0.53333336,0.03778544820041528
0.8080808,0.33333334,0.4328533635923736
0.6666667,0.0,0.9893415454570113
0.3939394,0.33333334,0.7803258073043504
0.53535354,0.0,0.9663049874704971
0.7979798,0.2,0.5197749675292654
0.72727275,0.2,0.7091194305159078
0.74747473,0.53333336,0.44625261562387225
0.54545456,0.8666667,0.3717325619814272
0.5858586,0.73333335,0.466526107138643
0.22222222,0.33333334,0.5532402405893291
0.3939394,0.4,0.6974044574423861
0.6262626,0.93333334,0.341521977027557
0.90909094,0.13333334,0.2237179388282315
0.28282827,0.33333334,0.6177637240316926
0.02020202,0.13333334,0.05142611574588264
0.72727275,0.6666667,0.3309629860349905
0.6060606,0.6666667,0.502244320334597
0.43434343,0.33333334,0.7342667188471705
0.9292929,0.6,0.11073461219246891
0.44444445,0.6,0.48597924469235343
0.09090909,0.6,0.15686060488144518
0.21212122,0.93333334,0.24108420833278976
0.3030303,0.8666667,0.2944678114064381
0.5959596,0.0,0.8065788654783324
0.1919192,0.53333336,0.277008497253179
0.8484849,0.13333334,0.3637681425352388
0.6060606,0.6,0.550189173875988
0.74747473,0.6,0.3806148449346737
0.36363637,0.6,0.5180752119839351
0.82828283,0.06666667,0.4350047803364857
0.45454547,0.06666667,0.8705403482327743
0.6666667,0.4,0.6640715085279894
0.23232323,0.8,0.2612989557066372
0.90909094,0.13333334,0.275968452178919
0.74747473,0.13333334,0.7224986697083663
0.09090909,0.6666667,0.1743539317570308
0.8787879,0.73333335,0.1843824985652576
0.3131313,0.13333334,0.6015215214848114
0.6363636,0.6,0.4160663258304138
0.17171717,0.8666667,0.21440766289286128
0.8787879,0.33333334,0.2626728250090003
0.34343433,0.46666667,0.5617358884409591
0.24242425,0.46666667,0.44836621330133264
0.41414142,0.6666667,0.5925708372695039
0.6262626,0.06666667,0.9047026532278888
0.6767677,0.13333334,0.7602159047614945
0.33333334,0.06666667,0.9208708062233659
0.5050505,0.93333334,0.47614365666612374
0.1010101,0.6666667,0.16314581834779035
0.7373737,0.93333334,0.3081300895438966
0.90909094,0.46666667,0.2023094480069949
0.61616164,0.13333334,0.7147360924060066
0.8181818,0.6666667,0.3190784446427029
0.989899,0.93333334,0.010986665859561031
0.61616164,0.8,0.3616212226469408
0.989899,0.6,0.018425213167511854
0.7878788,0.06666667,0.6379015547537614
0.97979796,0.26666668,0.047033757739222706
0.34343433,0.0,0.8512463162551483
0.04040404,0.73333335,0.06528138005342302
1.0,0.4,-0.0001827907290893314
0.56565654,0.2,0.7432562459401821
0.7979798,0.8,0.30425072644694984
0.1010101,0.13333334,0.3232371020647393
0.4040404,0.0,0.9896675387514058
0.28282827,0.33333334,0.5673548740343236
0.060606062,0.2,0.16287494984511167
0.6767677,0.8,0.4270417043120712
0.23232323,0.2,0.4606771007092876
0.7878788,0.6,0.37748191343173537
0.08080808,0.8,0.09190696996405556
0.65656567,0.6666667,0.5189580169771361
0.8989899,0.0,0.33188652139389696
0.47474748,0.6666667,0.5331266290310621
0.26262626,0.13333334,0.5937448533597234
0.6767677,0.73333335,0.453319428006954
0.1919192,0.26666668,0.37264136020505806
0.85858583,0.46666667,0.2659052508593763
0.47474748,0.26666668,0.8839710496905906
0.82828283,0.8666667,0.19546020035313685
0.35353535,0.26666668,0.7415525476993853
0.5252525,0.6,0.545606501227616
0.34343433,0.0,0.9792336750799886
0.94949496,0.8,0.06569695264135611
0.85858583,0.33333334,0.24947132322122093
0.15151516,0.6666667,0.2301978968322724
0.121212125,0.8,0.13590943489725457
0.5151515,0.0,1.179230367415231
0.4949495,0.26666668,0.7370490519885834
0.7979798,0.0,0.5934891523947914
0.7676768,0.6,0.30564112526920056
0.959596,0.0,0.12971681542035035
0.5050505,0.26666668,0.7396249802944294
0.46464646,0.13333334,1.0129375566638585
0.3030303,0.26666668,0.742458086212155
0.82828283,0.6,0.2924202356258618
0.989899,0.8666667,0.010426008364087382
0.02020202,0.4,0.03940118965036914
1.0,0.06666667,-0.0007540398389335031
0.8181818,0.6666667,0.28411876972704453
0.7979798,0.13333334,0.6090206256217232
0.3939394,0.8,0.34645529786858215
0.8484849,0.6666667,0.26453201187402586
0.959596,0.73333335,0.06954985119336037
0.61616164,0.8,0.4325086764619181
0.8181818,0.8,0.2578317583601597
0.2929293,0.26666668,0.5533648129345474
0.64646465,0.8,0.48298844625286314
0.75757575,0.2,0.5431929181344314
0.3030303,0.06666667,0.6649499399300202
0.6666667,0.46666667,0.609932562209871
0.68686867,0.73333335,0.4032569232250568
0.04040404,0.8666667,0.056141986944336295
0.5959596,0.8666667,0.412336733130347
0.3131313,0.26666668,0.6158610962324254
0.5959596,0.8,0.42347830134402004
0.72727275,0.0,0.8326298751096404
0.44444445,0.6,0.5209791645117067
0.94949496,0.8666667,0.05381307410070844
0.11111111,0.06666667,0.37996321635027624
0.7171717,0.4,0.5752257189607992
0.27272728,0.53333336,0.5167000333764857
0.15151516,0.13333334,0.37107026885228084
0.41414142,0.4,0.6153291134464156
0.7777778,0.8,0.33542270994420087
0.8989899,0.33333334,0.19117745339741543
0.5959596,0.73333335,0.5132828442951115
0.44444445,0.06666667,1.044233331385993
0.36363637,0.8666667,0.31556895677689706
0.8080808,0.8666667,0.22300517124938027
0.7878788,0.46666667,0.3323237800670859
0.01010101,0.8666667,0.01314975997015429
0.61616164,0.8,0.3458393530916473
0.42424244,0.2,0.9404324604196844
0.42424244,0.46666667,0.6330516152207417
0.7171717,0.4,0.5396068028553483
0.27272728,0.8,0.34950349721049134
0.16161616,0.8,0.24528467059723266
0.42424244,0.06666667,0.9042011035096937
0.45454547,0.8,0.4698828563107702
0.36363637,0.46666667,0.6291924235724826
