x,t,u
0.8080808,0.4,0.37251904503553507
0.61616164,0.6,0.5453741032775901
0.8888889,0.8,0.16991906744198748
0.04040404,0.8,0.05677165804956479
0.72727275,0.0,0.7362676168169453
0.65656567,0.4,0.5949623970689454
0.68686867,0.2,0.6691862251145988
0.7676768,0.4,0.4204980312185936
0.18181819,0.6,0.3037053101581762
0.09090909,0.2,0.21991842274297002
0.7878788,0.4,0.44749975484341975
0.8989899,0.2,0.26065080235673993
0.989899,0.8,0.013424148848136221
0.7979798,0.8,0.24879553523026166
0.24242425,0.4,0.4815425720178803
0.6363636,0.4,0.5986760009273384
0.18181819,0.8,0.23095351725685181
0.6262626,0.8,0.419883645399401
0.42424244,0.2,0.7549571116068835
0.68686867,0.4,0.5450694774985606
0.4949495,0.4,0.6452401433345599
0.3030303,0.0,0.8372026951565007
0.6767677,0.0,0.8895429199721714
0.8484849,0.2,0.38902639524819804
0.04040404,0.8,0.061602692464823465
0.5151515,0.2,0.738034522959623
0.9191919,0.2,0.19258152484412733
0.07070707,0.6,0.11276093034367811
0.7777778,0.8,0.2737754936079276
0.6262626,0.8,0.4002124214210354
0.8888889,0.2,0.2848473773580756
0.5050505,0.4,0.7104747920294797
0.05050505,0.8,0.07359722855863579
0.56565654,0.6,0.5534686822612398
0.24242425,0.6,0.3707945603631861
0.3131313,0.8,0.342381657263626
0.9292929,0.2,0.1765913026547113
0.3131313,0.6,0.4971497024131506
0.32323232,0.4,0.5221814574279745
0.7171717,0.2,0.6040580278601527
0.08080808,0.8,0.12109569898820627
0.6969697,0.2,0.717773914882548
0.8181818,0.2,0.4419286713188283
0.15151516,0.8,0.22278736329377483
0.6363636,0.4,0.6520952759262186
0.07070707,0.0,0.20255967756165238
0.5252525,0.4,0.6968417966190298
0.08080808,0.2,0.20763919182769547
0.5050505,0.0,0.9711954620018922
0.6262626,0.6,0.4826297058282485
0.14141414,0.6,0.21469349888759476
0.3838384,0.8,0.43109261109747754
0.5050505,0.6,0.5491793333943616
0.5858586,0.0,0.973058583569773
0.4040404,0.6,0.5664477974675676
0.35353535,0.2,0.7195176776969555
0.14141414,0.2,0.38145446667743144
0.46464646,0.4,0.6660669880581345
0.5959596,0.2,0.7709334248260479
0.8484849,0.8,0.19850146138657435
0.060606062,0.4,0.1346433836716049
0.8888889,0.6,0.18357951229727063
0.45454547,0.2,0.8561163340891433
0.01010101,0.4,0.020855506307273043
0.3131313,0.6,0.45297762761212945
0.43434343,0.8,0.41665773787082083
0.05050505,0.4,0.1080883956958045
0.93939394,0.8,0.0781367890956064
0.4040404,0.8,0.44811766221148935
0.44444445,0.2,0.855144086685313
0.45454547,0.0,0.8929868928772006
0.2020202,0.2,0.4564457694723788
0.030303031,0.4,0.0626816181130984
0.43434343,0.0,1.0278185921581422
0.7070707,0.2,0.667388312317003
0.7070707,0.2,0.708724727931318
0.27272728,0.4,0.5416155035892959
0.9191919,0.6,0.14093839759089224
1.0,0.8,-0.00031710510852371837
0.46464646,0.2,0.8192844137118658
0.18181819,0.6,0.32567842518211526
0.46464646,0.6,0.5538775156219653
0.060606062,0.4,0.1281764037443224
0.17171717,0.8,0.24542515906389878
0.41414142,0.8,0.45243327315966303
0.07070707,0.4,0.15687194349754066
0.08080808,0.4,0.1597605462684007
0.7171717,0.0,0.7911006330391959
0.28282827,0.6,0.40896401646491737
0.37373737,0.0,0.96252682888136
0.0,0.8,-0.00014109940768121108
0.24242425,0.4,0.4852357839866234
0.3131313,0.8,0.4033205675254085
0.61616164,0.6,0.49829580201539564
0.08080808,0.0,0.2721296721068082
0.47474748,0.0,0.9622955856688343
0.7070707,0.6,0.4154354724099629
0.33333334,0.8,0.3632627028191433
0.94949496,0.2,0.1309188809232009
0.61616164,0.8,0.39915458932939235
0.21212122,0.2,0.5387331836322262
0.7777778,0.4,0.43788103420006785
0.959596,0.4,0.09317760444331658
0.01010101,0.8,0.015580434121862755
0.43434343,0.0,0.9298161754928413
0.3939394,0.4,0.5797197791899532
0.5959596,0.6,0.5365718915994048
0.3030303,0.0,0.8343448983111346
0.35353535,0.0,0.9204918494828022
0.0,0.0,-0.0005347291427448027
0.7676768,0.2,0.5512973513179964
0.7777778,0.6,0.3226376711469481
0.22222222,0.6,0.3478585301476825
0.121212125,0.2,0.29149450767703416
0.9191919,0.4,0.16946622446083723
0.56565654,0.2,0.7710321941916433
0.23232323,0.4,0.43039650569089094
0.4040404,0.4,0.6417559661620161
0.24242425,0.8,0.31664649330332917
0.41414142,0.8,0.4469043779927874
0.17171717,0.0,0.5186200825968487
0.08080808,0.0,0.23641488150325954
0.13131313,0.6,0.2111481026274111
0.44444445,0.2,0.7967500589805037
0.13131313,0.6,0.23664981510505856
0.68686867,0.2,0.6698028435922498
0.26262626,0.6,0.3828241984944504
0.37373737,0.8,0.3968970952703892
0.72727275,0.2,0.5620723907476193
0.72727275,0.2,0.559014220912004
0.8888889,0.4,0.21279232956441907
0.02020202,0.6,0.032783968606213805
0.01010101,0.8,0.01532830634567727
0.86868685,0.0,0.4046393451754496
0.13131313,0.4,0.28965326796790963
0.3838384,0.4,0.64720945819135
0.37373737,0.8,0.44078269763922817
0.121212125,0.8,0.18083085885406652
0.989899,0.0,0.02810681539258654
0.9191919,0.6,0.1490897394173215
0.65656567,0.0,0.9529634241711755
0.17171717,0.2,0.4275395511295206
0.18181819,0.8,0.226543105215584
0.02020202,0.2,0.05483145450276387
0.94949496,0.0,0.14537837781401555
0.23232323,0.0,0.6989807219210128
0.23232323,0.6,0.3919173539248556
0.93939394,0.2,0.1458073652175685
0.7070707,0.2,0.6024874955352881
0.46464646,0.8,0.4564192198145493
0.13131313,0.2,0.35699399827290235
0.28282827,0.4,0.5628672992545908
0.3838384,0.6,0.5383197692097486
0.43434343,0.6,0.487757412308998
0.1010101,0.8,0.15498334494410973
0.4949495,0.4,0.7185977630222302
0.7878788,0.6,0.34312891054232086
0.57575756,0.0,1.0298833503635436
0.6767677,0.0,0.9344778815101943
0.07070707,0.2,0.1756721963891165
0.060606062,0.6,0.10116696106820423
0.83838385,0.2,0.4229123791707073
0.44444445,0.8,0.417568975630251
0.7878788,0.2,0.46250894832673295
0.32323232,0.2,0.7402028209026252
0.07070707,0.0,0.22395339107823067
0.9292929,0.6,0.12421338631266743
0.02020202,0.0,0.06529995378970554
0.16161616,0.0,0.45013300919680577
0.97979796,0.8,0.027043594549578012
0.61616164,0.2,0.8055670932129114
0.94949496,0.2,0.13549284788122884
0.53535354,0.8,0.44927155413218595
0.97979796,0.4,0.04435790166915436
0.37373737,0.0,0.990853705889143
0.060606062,0.4,0.11727829708050096
0.030303031,0.2,0.07963814597448823
0.989899,0.6,0.017399551932703247
0.5858586,0.0,0.9684359349362591
0.959596,0.4,0.07835885514683733
0.11111111,0.8,0.16435181084794126
0.13131313,0.6,0.20738659514053703
0.5151515,0.8,0.4366250430156619
0.86868685,0.0,0.387791895113145
0.56565654,0.2,0.7304338010336358
0.24242425,0.8,0.31237474537444365
0.121212125,0.0,0.37238986889949194
0.989899,0.0,0.03407792019217233
0.18181819,0.4,0.3827665891781733
0.24242425,0.6,0.3844135650356299
0.08080808,0.0,0.23875855653336633
0.85858583,0.2,0.3356772579562185
0.01010101,0.0,0.03250734030696737
0.41414142,0.0,0.8733850013891041
0.24242425,0.4,0.42138776880031126
0.61616164,0.4,0.6762662899484253
0.22222222,0.0,0.5847626309509775
0.86868685,0.6,0.2421782455888124
0.32323232,0.6,0.44861693096069866
0.02020202,0.6,0.03745824283421481
