x,t,u
0.08080808,0.2,0.11251620820049364
0.6767677,0.8,0.5066493743869868
0.72727275,0.05,0.8896021960787325
0.5151515,0.35,0.61021347571935
0.21212122,0.75,0.23082386614747383
0.4040404,0.2,0.6196023956082259
0.17171717,0.05,0.2003752864966294
0.33333334,0.9,0.441559349592568
0.16161616,0.75,0.2036820405780595
0.26262626,0.45,0.32159353541004937
0.35353535,0.0,1.0891282083100118
0.5959596,0.85,0.4106211466126687
0.969697,0.9,0.034557265278254735
0.15151516,0.65,0.20262087060089679
0.21212122,0.25,0.3170820011709517
0.23232323,0.15,0.3868475359084701
0.7777778,0.65,0.40260500029204954
0.75757575,0.6,0.43467731648422403
0.53535354,0.2,0.5744579438883739
0.44444445,0.35,0.5590637755978819
0.44444445,0.55,0.5894375988679441
0.5555556,0.3,0.5136655087405998
0.121212125,0.45,0.20048097149745198
0.7676768,0.85,0.3037586198522042
0.04040404,0.4,0.09484458239208897
0.4040404,0.35,0.5334641970982155
0.64646465,0.3,0.5376609441533281
1.0,0.55,-0.01679464570806312
0.41414142,0.55,0.5475457088981115
0.959596,0.7,0.057606195586455966
0.1919192,0.15,0.3497832046828486
0.17171717,0.65,0.268820089695007
0.13131313,0.05,0.0685013621413771
0.27272728,0.4,0.41556455953136756
0.16161616,0.45,0.28130591886375844
0.54545456,0.9,0.4824144401129087
0.5252525,0.2,0.45126146753076646
0.44444445,0.7,0.43503300995618743
0.45454547,0.25,0.43534553503896156
0.2020202,0.85,0.29541926634488946
0.030303031,0.9,0.04784669423458656
0.0,0.7,0.0228087985683151
0.9191919,0.9,0.1285082585898991
0.14141414,0.65,0.2152162386439637
0.47474748,0.8,0.4536499417701535
0.4949495,0.7,0.4349435548173226
0.7373737,0.3,0.7638361840624548
0.16161616,0.4,0.2963131194502682
0.5959596,0.4,0.5539742165003767
0.41414142,0.25,0.5080754804772335
0.90909094,0.25,0.3586980909597095
0.6969697,0.65,0.450298397720789
0.7777778,0.2,0.8564455338083973
0.53535354,0.1,0.30993477790076385
0.4848485,0.05,0.30612966202881947
0.83838385,0.55,0.3332260949310303
0.82828283,0.1,1.061149232982734
0.121212125,0.35,0.18331655315012133
0.22222222,0.15,0.4108704257201678
0.8989899,0.35,0.28802200707527303
0.5151515,0.85,0.4552190241724853
0.2929293,0.6,0.464372729562593
0.0,0.95,-0.01545597790834082
0.6767677,0.55,0.5872085312417805
0.74747473,0.6,0.44781083742641353
0.15151516,0.0,-0.01904242703682834
0.61616164,0.65,0.5924759445127479
0.09090909,0.15,0.1329459690755023
1.0,0.0,0.20025234181351087
0.7979798,0.55,0.5099789752771321
1.0,0.8,-0.016368945921972602
0.57575756,0.25,0.5100162390176705
0.11111111,0.55,0.1672000624153284
0.04040404,0.7,0.08224243779505074
0.28282827,0.4,0.3978644159556862
0.72727275,0.7,0.4821139057765897
0.5555556,0.65,0.5063895492820639
0.8787879,0.5,0.2619019983501585
0.5252525,0.7,0.4124613960659647
0.45454547,0.3,0.529271110204101
0.0,0.85,0.004041973150932601
0.33333334,0.8,0.43376052080969635
0.2929293,0.75,0.358738401796132
0.24242425,0.55,0.30627865590364284
0.969697,0.95,0.0329852596190722
0.4949495,0.65,0.5532160107763652
0.4949495,0.05,0.3328150110397817
0.33333334,0.2,0.46447586207794533
0.44444445,0.8,0.44648971724384245
0.5252525,0.4,0.5352930488074379
0.46464646,0.25,0.6218817041033199
0.4040404,0.35,0.5161986936712497
0.4949495,0.8,0.43435007867726977
0.44444445,0.25,0.5321866107809627
0.56565654,0.65,0.47502504670861573
0.5050505,0.3,0.6024322671146869
0.94949496,0.55,0.10619771056033572
0.4949495,0.15,0.4924120478243702
0.7979798,0.3,0.6896884898256792
0.22222222,0.9,0.2618123031822436
0.45454547,0.65,0.4835929134739837
0.42424244,0.0,0.6229553340766548
0.0,0.05,0.020564151768301227
0.6060606,0.1,0.37961444447590664
0.5858586,0.2,0.5627816790448023
0.060606062,0.85,0.10452471403852934
0.1919192,0.7,0.21947538787687082
0.34343433,0.65,0.4987736348330193
0.47474748,0.15,0.39664838389756607
0.2020202,0.05,0.24291829342211566
0.5959596,0.6,0.49541063237841
0.41414142,0.75,0.43398435332698315
0.57575756,0.7,0.5204536762551135
0.85858583,0.9,0.18870555915494974
0.54545456,0.75,0.4902157606094857
0.5555556,0.45,0.5525518170791776
0.04040404,0.15,0.04343367613167611
0.86868685,0.2,0.5994025943593224
0.65656567,0.7,0.535531912691049
0.6060606,0.15,0.43258802829523324
0.22222222,0.85,0.2673105072226769
0.11111111,0.95,0.1371630170714565
0.0,0.1,0.011267831616829071
0.82828283,0.15,0.6915275234825866
0.64646465,0.4,0.5302438676839276
0.0,0.15,0.009623535223447449
0.08080808,0.8,0.09705870249009763
0.969697,0.3,0.12788660443893513
0.7676768,0.2,0.6510384772252066
0.5858586,0.7,0.5148829600814022
0.36363637,0.05,0.6693923052017422
0.25252524,0.45,0.34392535509022704
0.97979796,0.35,0.0734954999016569
0.8888889,0.2,0.4618828671206145
0.5050505,0.5,0.6041677455485536
0.7373737,0.3,0.6973519804550401
0.16161616,0.05,0.16460988337847968
0.36363637,0.35,0.5203293656765324
0.1010101,0.4,0.19066740697454077
0.08080808,0.2,0.11892272920584597
0.2929293,0.35,0.44618441684470134
0.5151515,0.9,0.4846835627883432
